Ranking IDHM 2010;Município;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;Estado
4198 º;Urandi ;598;0595;0766;469;BA
4198 º;Pombos ;598;0584;0790;463;PE
4198 º;Iguaraci ;598;0580;0770;480;PE
4215 º;Serra Negra do Norte ;597;0578;0787;468;RN
4215 º;Tanquinho ;597;0567;0768;488;BA
4215 º;São Domingos ;597;0576;0830;445;GO
4215 º;Lagoa Grande ;597;0581;0705;520;PE
4215 º;Frutuoso Gomes ;597;0565;0737;512;RN
4215 º;Cariús ;597;0546;0751;519;CE
4215 º;Hidrolândia ;597;0549;0775;499;CE
4215 º;Sirinhaém ;597;0568;0763;492;PE
4215 º;Angelândia ;597;0594;0756;473;MG
4215 º;Santa Luzia do Norte ;597;0580;0770;477;AL
4215 º;Morro do Pilar ;597;0622;0809;422;MG
4215 º;Lagoinha do Piauí ;597;0561;0776;488;PI
4215 º;Fernando Pedroza ;597;0565;0727;519;RN
4215 º;Nova Fátima ;597;0575;0738;501;BA
4215 º;Aguiar ;597;0632;0753;447;PB
4215 º;Bom Jesus ;597;0584;0762;477;PB
4215 º;Novo Horizonte ;597;0558;0757;503;BA
4215 º;Materlândia ;597;0557;0769;497;MG
4215 º;Maribondo ;597;0581;0751;487;AL
4215 º;Brejões ;597;0560;0775;490;BA
4215 º;Brejo do Cruz ;597;0575;0798;463;PB
4215 º;Flores de Goiás ;597;0583;0799;457;GO
4215 º;Magalhães Barata ;597;0524;0801;507;PA
4238 º;Central ;596;0540;0728;538;BA
4238 º;Cariré ;596;0537;0749;526;CE
4238 º;Vitória do Mearim ;596;0540;0733;534;MA
4238 º;Manaquiri ;596;0556;0748;510;AM
4238 º;Upanema ;596;0542;0758;516;RN
4238 º;São Braz do Piauí ;596;0533;0771;514;PI
4238 º;Lapão ;596;0550;0755;510;BA
4238 º;Machadinho D'Oeste ;596;0629;0755;446;RO
4238 º;Colinas ;596;0571;0709;524;MA
4238 º;Muricilândia ;596;0543;0745;524;TO
4238 º;Padre Paraíso ;596;0556;0797;478;MG
4238 º;Cocos ;596;0558;0805;471;BA
4238 º;Cacimba de Areia ;596;0553;0771;497;PB
4238 º;Governador Jorge Teixeira ;596;0627;0762;444;RO
4238 º;Vitória do Xingu ;596;0594;0792;451;PA
4238 º;Piracuruca ;596;0575;0770;478;PI
4238 º;Novo Jardim ;596;0559;0730;520;TO
4255 º;João Câmara ;595;0600;0724;484;RN
4255 º;Ponto dos Volantes ;595;0564;0781;478;MG
4255 º;Presidente Kubitschek ;595;0573;0787;468;MG
4255 º;Itacuruba ;595;0567;0712;523;PE
4255 º;Arauá ;595;0550;0783;490;SE
4255 º;Solânea ;595;0592;0762;468;PB
4255 º;Serra do Ramalho ;595;0530;0775;512;BA
4255 º;Granito ;595;0543;0773;502;PE
4255 º;Santa Rosa do Tocantins ;595;0574;0780;471;TO
4255 º;Barras ;595;0558;0779;485;PI
4255 º;São Geraldo do Araguaia ;595;0594;0793;447;PA
4255 º;Trindade ;595;0602;0768;455;PE
4255 º;Serrita ;595;0542;0760;512;PE
4255 º;Alagoinha ;595;0574;0795;462;PB
4255 º;Emas ;595;0554;0773;492;PB
4255 º;Nova Nazaré ;595;0621;0793;427;MT
4255 º;São Bento do Trairí ;595;0526;0763;525;RN
4255 º;Zé Doca ;595;0559;0745;505;MA
4255 º;Ouro Verde de Minas ;595;0582;0789;459;MG
4255 º;Igarapé-Açu ;595;0579;0743;490;PA
4255 º;Nova Palmeira ;595;0567;0762;488;PB
4255 º;Eliseu Martins ;595;0616;0742;462;PI
4255 º;Paranã ;595;0588;0777;461;TO
4255 º;São Lourenço do Piauí ;595;0560;0753;499;PI
4255 º;Acopiara ;595;0563;0724;517;CE
4255 º;Jundiá ;595;0552;0775;492;RN
4255 º;Codó ;595;0568;0754;492;MA
4255 º;Pirpirituba ;595;0566;0745;499;PB
4255 º;São Pedro do Piauí ;595;0553;0776;492;PI
4284 º;Bertópolis ;594;0576;0799;455;MG
4284 º;Carrasco Bonito ;594;0543;0728;531;TO
4284 º;Batalha ;594;0563;0752;496;AL
4284 º;Condado ;594;0573;0769;476;PB
4284 º;Anísio de Abreu ;594;0534;0768;512;PI
4284 º;Areia ;594;0593;0756;467;PB
4284 º;Teodoro Sampaio ;594;0567;0774;477;BA
4284 º;São Félix do Xingu ;594;0638;0798;411;PA
4284 º;São Domingos do Araguaia ;594;0629;0738;451;PA
4284 º;Varzelândia ;594;0546;0806;477;MG
4284 º;Óbidos ;594;0556;0756;499;PA
4284 º;Itororó ;594;0598;0739;474;BA
4284 º;Tapiramutá ;594;0589;0752;473;BA
4284 º;Bannach ;594;0635;0784;420;PA
4284 º;Pintópolis ;594;0560;0799;469;MG
4284 º;Normandia ;594;0520;0801;502;RR
4284 º;Riacho de Santo Antônio ;594;0569;0735;502;PB
4284 º;Santana dos Garrotes ;594;0568;0772;479;PB
4284 º;Quiterianópolis ;594;0524;0774;518;CE
4284 º;Custódia ;594;0607;0706;489;PE
4284 º;São Julião ;594;0593;0775;455;PI
4284 º;Ocara ;594;0524;0771;519;CE
4284 º;Anamã ;594;0537;0741;526;AM
4284 º;São Sebastião de Lagoa de Roça ;594;0561;0795;471;PB
4284 º;Rio do Pires ;594;0568;0767;481;BA
4309 º;Miravânia ;593;0544;0781;492;MG
4309 º;Pedra Mole ;593;0599;0698;499;SE
4309 º;Jardim do Mulato ;593;0532;0711;550;PI
4309 º;João Dourado ;593;0573;0709;513;BA
4309 º;Belém ;593;0587;0764;464;AL
4309 º;Aragominas ;593;0611;0739;461;TO
4309 º;Pão de Açúcar ;593;0536;0793;491;AL
4309 º;Jacaraci ;593;0573;0741;490;BA
4309 º;Buenos Aires ;593;0556;0778;481;PE
4309 º;Glória ;593;0563;0775;479;BA
4309 º;Diamante ;593;0562;0748;496;PB
4309 º;Ubatã ;593;0586;0788;452;BA
4309 º;Santa Terezinha ;593;0540;0737;524;PE
4309 º;São Bento do Una ;593;0593;0789;446;PE
4309 º;Carnaubal ;593;0536;0760;513;CE
4309 º;Maraú ;593;0643;0801;404;BA
4309 º;Comercinho ;593;0566;0797;462;MG
4309 º;União dos Palmares ;593;0590;0764;462;AL
4309 º;Campo Novo de Rondônia ;593;0667;0772;404;RO
4309 º;Tacuru ;593;0615;0782;434;MS
4309 º;São Miguel das Matas ;593;0568;0783;468;BA
4309 º;Tamandaré ;593;0583;0745;479;PE
4331 º;Santanópolis ;592;0561;0746;496;BA
4331 º;Caridade ;592;0528;0779;505;CE
4331 º;Santa Rosa de Lima ;592;0527;0766;514;SE
4331 º;Brejolândia ;592;0533;0746;523;BA
4331 º;Pedrinhas ;592;0568;0750;486;SE
4331 º;Juruti ;592;0547;0756;501;PA
4331 º;Nova Belém ;592;0563;0768;481;MG
4331 º;Mazagão ;592;0609;0758;449;AP
4331 º;Tartarugalzinho ;592;0553;0794;473;AP
4331 º;Juvenília ;592;0535;0776;501;MG
4331 º;Venturosa ;592;0570;0751;484;PE
4331 º;Conceição do Tocantins ;592;0588;0739;478;TO
4331 º;Fronteira dos Vales ;592;0556;0813;460;MG
4331 º;Passira ;592;0559;0763;487;PE
4331 º;Coração de Maria ;592;0558;0762;489;BA
4331 º;Itapetim ;592;0598;0704;494;PE
4331 º;Cupira ;592;0601;0763;453;PE
4331 º;Barão de Grajaú ;592;0578;0743;484;MA
4331 º;Araçoiaba ;592;0544;0765;498;PE
4331 º;Agrestina ;592;0581;0760;470;PE
4331 º;Alvarenga ;592;0589;0798;441;MG
4331 º;Ingá ;592;0573;0768;471;PB
4331 º;São Vicente Ferrer ;592;0504;0762;541;MA
4331 º;Coremas ;592;0578;0794;452;PB
4331 º;Conceição ;592;0577;0754;476;PB
4331 º;Caiçara ;592;0580;0733;488;PB
4331 º;Itaju do Colônia ;592;0570;0724;502;BA
4331 º;Bom Sucesso ;592;0558;0752;494;PB
4331 º;Belém ;592;0557;0759;492;PB
4331 º;Viçosa ;592;0552;0747;502;RN
4331 º;Tenente Ananias ;592;0570;0779;468;RN
4331 º;Serrinha ;592;0547;0757;502;RN
4331 º;Riachuelo ;592;0561;0767;481;RN
4331 º;Souto Soares ;592;0533;0734;530;BA
4331 º;Governador Dix-Sept Rosado ;592;0564;0759;485;RN
4331 º;Brejinho ;592;0585;0722;492;RN
4331 º;Antas ;592;0573;0739;491;BA
4331 º;Alto Alegre dos Parecis ;592;0603;0777;443;RO
4331 º;Miraíma ;592;0510;0778;523;CE
4331 º;São Gabriel ;592;0550;0704;537;BA
4331 º;Queimadas ;592;0550;0764;493;BA
4372 º;Quixelô ;591;0548;0725;520;CE
4372 º;Riacho de Santana ;591;0545;0776;489;RN
4372 º;Ibiracatu ;591;0537;0786;489;MG
4372 º;Mirandiba ;591;0512;0769;525;PE
4372 º;Santana do Matos ;591;0559;0767;482;RN
4372 º;Dom Basílio ;591;0547;0783;482;BA
4372 º;São Miguel do Gostoso ;591;0558;0790;468;RN
4372 º;Cuité ;591;0574;0766;470;PB
4372 º;São Caitano ;591;0583;0756;469;PE
4372 º;Presidente Médici ;591;0518;0762;522;MA
4372 º;Ibicoara ;591;0583;0731;484;BA
4372 º;Brejo Grande do Araguaia ;591;0588;0743;473;PA
4372 º;São Miguel do Guamá ;591;0582;0752;471;PA
4372 º;Regeneração ;591;0582;0714;498;PI
4372 º;Jerumenha ;591;0569;0787;461;PI
4372 º;Santana do Ipanema ;591;0579;0770;463;AL
4372 º;Umari ;591;0535;0778;497;CE
4372 º;São Miguel dos Milagres ;591;0545;0752;504;AL
4372 º;Pocinhos ;591;0556;0779;477;PB
4372 º;Iuiú ;591;0553;0740;504;BA
4372 º;Candiba ;591;0578;0743;481;BA
4372 º;Pires Ferreira ;591;0510;0769;526;CE
4372 º;São José de Piranhas ;591;0594;0755;461;PB
4395 º;Frei Gaspar ;590;0569;0799;452;MG
4395 º;Utinga ;590;0597;0706;487;BA
4395 º;Croatá ;590;0497;0760;544;CE
4395 º;São Domingos do Azeitão ;590;0576;0732;486;MA
4395 º;Santana do São Francisco ;590;0544;0716;526;SE
4395 º;Paratinga ;590;0519;0774;510;BA
4395 º;Pai Pedro ;590;0520;0760;520;MG
4395 º;Cotegipe ;590;0545;0746;504;BA
4395 º;Sapucaia ;590;0639;0792;405;PA
4395 º;Pedras de Fogo ;590;0568;0771;468;PB
4395 º;Ararendá ;590;0522;0763;516;CE
4395 º;Porto do Mangue ;590;0558;0732;504;RN
4395 º;Buriti Bravo ;590;0539;0752;506;MA
4395 º;Montadas ;590;0545;0748;505;PB
4395 º;Marcos Parente ;590;0580;0717;494;PI
4395 º;Santa Maria ;590;0554;0779;477;RN
4395 º;Canavieiras ;590;0596;0796;434;BA
4395 º;Ipupiara ;590;0558;0736;499;BA
4395 º;Mundo Novo ;590;0606;0791;429;BA
4395 º;Serrolândia ;590;0560;0721;508;BA
4395 º;Santa Maria da Boa Vista ;590;0564;0773;472;PE
4416 º;Esplanada ;589;0589;0740;469;BA
4416 º;Coronel Sapucaia ;589;0607;0806;417;MS
4416 º;Lago da Pedra ;589;0561;0724;502;MA
4416 º;Redenção do Gurguéia ;589;0557;0766;478;PI
4416 º;Lagoa de Velhos ;589;0566;0789;458;RN
4416 º;Lajeado Novo ;589;0561;0738;494;MA
4416 º;Passagem ;589;0547;0747;501;RN
4416 º;Baianópolis ;589;0543;0763;492;BA
4416 º;Anguera ;589;0565;0766;471;BA
4416 º;São Domingos do Cariri ;589;0603;0773;438;PB
4416 º;Bujari ;589;0603;0772;439;AC
4416 º;Conceição do Canindé ;589;0559;0759;482;PI
4416 º;Dormentes ;589;0558;0741;495;PE
4416 º;Theobroma ;589;0622;0757;434;RO
4416 º;Neópolis ;589;0575;0702;505;SE
4416 º;Paulo Jacinto ;589;0551;0732;507;AL
4416 º;Monte Alegre ;589;0541;0764;495;PA
4416 º;Frei Paulo ;589;0623;0768;428;SE
4416 º;Uruará ;589;0609;0798;420;PA
4416 º;Paraná ;589;0532;0776;496;RN
4416 º;Tocantínia ;589;0570;0782;459;TO
4416 º;Palestina do Pará ;589;0574;0761;467;PA
4416 º;Piranhas ;589;0563;0786;462;AL
4416 º;Olho D'Água das Cunhãs ;589;0551;0754;491;MA
4416 º;Carnaubais ;589;0583;0738;476;RN
4416 º;São Pedro ;589;0574;0794;449;RN
4416 º;Itagibá ;589;0566;0770;469;BA
4416 º;Bom Jesus do Tocantins ;589;0601;0777;437;PA
4444 º;Luís Domingues ;588;0541;0734;512;MA
4444 º;Afrânio ;588;0542;0761;493;PE
4444 º;Carira ;588;0581;0791;442;SE
4444 º;Caldeirão Grande do Piauí ;588;0561;0744;486;PI
4444 º;Assis Brasil ;588;0578;0770;456;AC
4444 º;São Domingos ;588;0572;0756;471;SE
4444 º;Pedrão ;588;0534;0775;490;BA
4444 º;Ataléia ;588;0592;0813;423;MG
4444 º;Belterra ;588;0548;0775;478;PA
4444 º;Morrinhos ;588;0524;0760;511;CE
4444 º;Colônia do Piauí ;588;0570;0772;462;PI
4444 º;Tailândia ;588;0583;0776;450;PA
4444 º;Morro do Chapéu ;588;0554;0766;478;BA
4444 º;Paranhos ;588;0566;0811;444;MS
4444 º;Andorinha ;588;0586;0731;474;BA
4444 º;Boca do Acre ;588;0576;0777;455;AM
4444 º;Aramari ;588;0568;0761;470;BA
4444 º;Urbano Santos ;588;0506;0770;522;MA
4444 º;Feira da Mata ;588;0527;0763;505;BA
4444 º;Camocim de São Félix ;588;0585;0738;472;PE
4444 º;Urucurituba ;588;0538;0776;487;AM
4444 º;Santa Luz ;588;0539;0768;490;PI
4444 º;Maués ;588;0549;0800;464;AM
4467 º;Santana do Acaraú ;587;0536;0755;500;CE
4467 º;Castelo do Piauí ;587;0566;0754;473;PI
4467 º;São Francisco ;587;0564;0732;490;SE
4467 º;Pé de Serra ;587;0558;0779;465;BA
4467 º;Guaraqueçaba ;587;0587;0792;434;PR
4467 º;Dom Feliciano ;587;0633;0818;390;RS
4467 º;Nossa Senhora da Glória ;587;0591;0750;456;SE
4467 º;Paulista ;587;0587;0747;461;PB
4467 º;Moita Bonita ;587;0596;0792;429;SE
4467 º;Malhador ;587;0587;0781;442;SE
4467 º;Wagner ;587;0573;0737;479;BA
4467 º;Monte Horebe ;587;0579;0755;463;PB
4467 º;Umirim ;587;0514;0751;524;CE
4467 º;Presidente Vargas ;587;0470;0768;560;MA
4467 º;Caiçara do Rio do Vento ;587;0553;0734;499;RN
4467 º;Coronel Ezequiel ;587;0545;0778;476;RN
4467 º;Joaíma ;587;0572;0789;448;MG
4467 º;Tupiratins ;587;0601;0791;425;TO
4467 º;Cachoeira dos Índios ;587;0583;0766;453;PB
4467 º;Montezuma ;587;0587;0809;425;MG
4467 º;Santarém Novo ;587;0520;0774;502;PA
4467 º;Canarana ;587;0555;0734;496;BA
4467 º;Nova União ;587;0608;0753;442;RO
4467 º;Vera Cruz ;587;0558;0735;494;RN
4467 º;Candeal ;587;0554;0787;465;BA
4467 º;Poço Branco ;587;0562;0766;471;RN
4467 º;Santa Teresinha ;587;0549;0804;459;BA
4467 º;Nova Mamoré ;587;0619;0769;424;RO
4495 º;Viçosa ;586;0554;0758;478;AL
4495 º;Laje ;586;0548;0764;480;BA
4495 º;Coari ;586;0606;0780;425;AM
4495 º;Nhamundá ;586;0513;0779;503;AM
4495 º;Nossa Senhora de Nazaré ;586;0557;0780;462;PI
4495 º;Miguel Calmon ;586;0571;0745;472;BA
4495 º;Ibiara ;586;0548;0768;479;PB
4495 º;Porto Calvo ;586;0558;0723;498;AL
4495 º;Tavares ;586;0560;0777;462;PB
4495 º;Serra Grande ;586;0549;0745;491;PB
4495 º;Tomé-Açu ;586;0596;0798;424;PA
4495 º;Esperantinópolis ;586;0561;0713;503;MA
4495 º;Campo Formoso ;586;0566;0749;475;BA
4495 º;Itaquitinga ;586;0554;0715;509;PE
4495 º;Varzedo ;586;0581;0753;461;BA
4495 º;Chaval ;586;0524;0716;536;CE
4495 º;Barreiros ;586;0561;0730;491;PE
4495 º;Coqueiro Seco ;586;0582;0757;457;AL
4495 º;Sussuapara ;586;0563;0749;476;PI
4495 º;Palmas de Monte Alto ;586;0561;0777;462;BA
4515 º;São Tomé ;585;0565;0770;461;RN
4515 º;Alto Longá ;585;0567;0751;470;PI
4515 º;Ibitiara ;585;0550;0744;490;BA
4515 º;Baixa Grande ;585;0549;0775;471;BA
4515 º;Nacip Raydan ;585;0640;0831;377;MG
4515 º;Lagoa Nova ;585;0542;0764;483;RN
4515 º;Olho-D'Água do Borges ;585;0577;0719;482;RN
4515 º;Central do Maranhão ;585;0503;0713;557;MA
4515 º;São Caetano de Odivelas ;585;0552;0767;473;PA
4515 º;Rio Tinto ;585;0562;0742;480;PB
4515 º;Crisólita ;585;0579;0799;432;MG
4515 º;Cícero Dantas ;585;0590;0712;477;BA
4515 º;Nina Rodrigues ;585;0474;0774;547;MA
4515 º;Granjeiro ;585;0533;0715;526;CE
4515 º;Sairé ;585;0581;0784;440;PE
4515 º;Laranjal ;585;0581;0790;436;PR
4515 º;Solidão ;585;0547;0755;485;PE
4515 º;Caraúbas ;585;0580;0710;485;PB
4515 º;Xique-Xique ;585;0563;0741;479;BA
4515 º;Choró ;585;0493;0778;523;CE
4515 º;Curral de Dentro ;585;0571;0759;462;MG
4515 º;Sento Sé ;585;0535;0778;480;BA
4515 º;Mamanguape ;585;0585;0756;453;PB
4515 º;Alegrete do Piauí ;585;0564;0749;475;PI
4515 º;Afonso Bezerra ;585;0560;0713;502;RN
4540 º;Verdelândia ;584;0542;0797;462;MG
4540 º;Tejuçuoca ;584;0517;0742;520;CE
4540 º;Nova Iorque ;584;0558;0729;489;MA
4540 º;Santo Antônio de Lisboa ;584;0597;0704;473;PI
4540 º;Juarina ;584;0563;0742;478;TO
4540 º;Parari ;584;0583;0733;467;PB
4540 º;Matriz de Camaragibe ;584;0541;0777;473;AL
4540 º;Riacho da Cruz ;584;0545;0751;487;RN
4540 º;Landri Sales ;584;0563;0738;480;PI
4540 º;Lajedo do Tabocal ;584;0545;0764;479;BA
4540 º;Tabocas do Brejo Velho ;584;0530;0764;492;BA
4540 º;Itanagra ;584;0577;0796;433;BA
4540 º;Umbuzeiro ;584;0545;0712;514;PB
4540 º;Ibipitanga ;584;0553;0757;475;BA
4540 º;Ibicuí ;584;0586;0780;435;BA
4540 º;Érico Cardoso ;584;0558;0758;471;BA
4540 º;Cavalcante ;584;0595;0808;415;GO
4540 º;Vale do Anari ;584;0626;0756;421;RO
4540 º;Cafarnaum ;584;0554;0734;490;BA
4540 º;São Francisco do Brejão ;584;0556;0748;479;MA
4540 º;Feira Nova ;584;0546;0773;473;SE
4540 º;Bom Jesus ;584;0583;0743;460;RN
4562 º;Canavieira ;583;0525;0778;485;PI
4562 º;Carnaíba ;583;0540;0727;505;PE
4562 º;Capitão de Campos ;583;0552;0773;465;PI
4562 º;Senador Elói de Souza ;583;0523;0752;504;RN
4562 º;Cristália ;583;0518;0795;482;MG
4562 º;Jacaré dos Homens ;583;0543;0759;481;AL
4562 º;Buritirana ;583;0540;0725;505;MA
4562 º;Felisburgo ;583;0577;0744;462;MG
4562 º;Coluna ;583;0590;0782;430;MG
4562 º;Pinhão ;583;0580;0711;480;SE
4562 º;Lagoa do Piauí ;583;0548;0778;464;PI
4562 º;Aiquara ;583;0573;0733;471;BA
4562 º;Cabeceiras do Piauí ;583;0540;0769;476;PI
4562 º;Logradouro ;583;0544;0776;470;PB
4562 º;Paramoti ;583;0515;0741;518;CE
4562 º;Lucena ;583;0577;0734;469;PB
4562 º;Aroazes ;583;0563;0752;468;PI
4562 º;São João da Ponta ;583;0522;0767;495;PA
4562 º;Pedro Avelino ;583;0577;0788;435;RN
4562 º;Itaueira ;583;0594;0727;460;PI
4562 º;Macambira ;583;0573;0728;474;SE
4562 º;Dois Irmãos do Tocantins ;583;0551;0813;442;TO
4562 º;Pau Brasil ;583;0580;0727;470;BA
4562 º;Praia Norte ;583;0526;0730;517;TO
4562 º;Floresta do Araguaia ;583;0573;0792;437;PA
4562 º;São José da Safira ;583;0600;0765;432;MG
4562 º;Itacaré ;583;0594;0807;413;BA
4562 º;Santa Bárbara ;583;0554;0775;462;BA
4590 º;Condeúba ;582;0559;0789;447;BA
4590 º;Aricanduva ;582;0553;0787;454;MG
4590 º;Loreto ;582;0516;0771;495;MA
4590 º;Maracaçumé ;582;0546;0719;501;MA
4590 º;São Domingos do Maranhão ;582;0549;0713;504;MA
4590 º;Ubaíra ;582;0581;0759;447;BA
4590 º;Catolândia ;582;0554;0786;452;BA
4590 º;Vertentes ;582;0602;0728;450;PE
4590 º;Alhandra ;582;0544;0778;465;PB
4590 º;Alagoa Grande ;582;0576;0797;430;PB
4590 º;Itatim ;582;0550;0782;459;BA
4590 º;Serra de São Bento ;582;0551;0741;482;RN
4590 º;Medicilândia ;582;0605;0800;408;PA
4590 º;Curuçá ;582;0542;0758;480;PA
4590 º;Isaías Coelho ;582;0628;0767;410;PI
4590 º;Lagoa Salgada ;582;0551;0771;464;RN
4590 º;Júlio Borges ;582;0500;0777;508;PI
4590 º;Iracema ;582;0560;0810;434;RR
4590 º;Rubelita ;582;0552;0808;443;MG
4590 º;Bento Fernandes ;582;0542;0737;494;RN
4590 º;Manicoré ;582;0580;0747;456;AM
4590 º;São João da Serra ;582;0545;0757;478;PI
4590 º;Mombaça ;582;0549;0735;489;CE
4590 º;Acajutiba ;582;0560;0723;487;BA
4614 º;Baía da Traição ;581;0541;0731;495;PB
4614 º;Darcinópolis ;581;0597;0764;429;TO
4614 º;Vila Nova dos Martírios ;581;0555;0718;491;MA
4614 º;Curaçá ;581;0544;0778;463;BA
4614 º;São Sebastião do Maranhão ;581;0564;0816;427;MG
4614 º;Mata Verde ;581;0581;0749;450;MG
4614 º;Anapurus ;581;0511;0764;502;MA
4614 º;Mascote ;581;0567;0744;464;BA
4614 º;Cabaceiras do Paraguaçu ;581;0525;0763;490;BA
4614 º;Poranga ;581;0527;0746;500;CE
4614 º;Anajatuba ;581;0523;0762;492;MA
4614 º;Tenório ;581;0565;0707;490;PB
4614 º;Aracatu ;581;0591;0754;439;BA
4614 º;São Sebastião do Umbuzeiro ;581;0561;0763;459;PB
4614 º;Nova Ipixuna ;581;0590;0766;435;PA
4614 º;Lima Campos ;581;0578;0705;481;MA
4614 º;Sigefredo Pacheco ;581;0518;0764;496;PI
4614 º;Lago do Junco ;581;0537;0741;492;MA
4614 º;Camacan ;581;0608;0768;419;BA
4614 º;São José do Brejo do Cruz ;581;0535;0776;473;PB
4614 º;Nova Olinda do Maranhão ;581;0536;0755;484;MA
4614 º;Peixe-Boi ;581;0543;0754;478;PA
4614 º;Moraújo ;581;0495;0768;516;CE
4614 º;Congo ;581;0562;0731;477;PB
4638 º;Limoeiro de Anadia ;580;0575;0742;457;AL
4638 º;Fervedouro ;580;0583;0796;420;MG
4638 º;Paraibano ;580;0572;0723;473;MA
4638 º;Indiaroba ;580;0533;0772;475;SE
4638 º;Tamboril ;580;0526;0779;476;CE
4638 º;Jaguaquara ;580;0586;0747;446;BA
4638 º;Maurilândia do Tocantins ;580;0542;0724;498;TO
4638 º;Amaraji ;580;0575;0748;454;PE
4638 º;Fortuna ;580;0558;0706;494;MA
4638 º;São Francisco ;580;0560;0726;481;PB
4638 º;São Bento ;580;0597;0769;424;PB
4638 º;Ibirajuba ;580;0545;0753;476;PE
4638 º;Ponto Novo ;580;0539;0762;475;BA
4638 º;Desterro ;580;0551;0724;490;PB
4638 º;Elesbão Veloso ;580;0573;0758;450;PI
4638 º;Primavera ;580;0572;0767;444;PE
4654 º;Tanque do Piauí ;579;0553;0704;499;PI
4654 º;Cordeiros ;579;0561;0763;454;BA
4654 º;Umbaúba ;579;0567;0719;476;SE
4654 º;Juarez Távora ;579;0544;0768;465;PB
4654 º;São Desidério ;579;0584;0742;449;BA
4654 º;Cachoeirinha ;579;0587;0753;439;PE
4654 º;Pilar ;579;0544;0775;461;PB
4654 º;Sucupira do Norte ;579;0526;0731;505;MA
4654 º;Areia Branca ;579;0579;0773;434;SE
4654 º;Remanso ;579;0569;0757;451;BA
4654 º;Banzaê ;579;0539;0769;468;BA
4654 º;Lagoa do Tocantins ;579;0543;0758;471;TO
4654 º;Ipaporanga ;579;0502;0766;506;CE
4654 º;Cipotânea ;579;0592;0750;437;MG
4654 º;Tucano ;579;0596;0712;458;BA
4654 º;Canguaretama ;579;0557;0718;486;RN
4670 º;Aparecida ;578;0567;0747;456;PB
4670 º;Belém de Maria ;578;0537;0749;479;PE
4670 º;Machados ;578;0541;0767;466;PE
4670 º;Alcantil ;578;0550;0765;458;PB
4670 º;Taperoá ;578;0564;0749;456;PB
4670 º;Caririaçu ;578;0549;0730;483;CE
4670 º;Baião ;578;0538;0770;467;PA
4670 º;Curuá ;578;0501;0780;495;PA
4670 º;Piritiba ;578;0566;0760;449;BA
4670 º;Belém do Brejo do Cruz ;578;0550;0779;451;PB
4670 º;Riachão das Neves ;578;0527;0779;471;BA
4670 º;Alvorada do Gurguéia ;578;0520;0749;496;PI
4670 º;Aquidabã ;578;0573;0747;452;SE
4670 º;São José do Bonfim ;578;0549;0713;493;PB
4670 º;Cachoeira de Pajeú ;578;0563;0771;444;MG
4670 º;Monte Alegre do Piauí ;578;0531;0768;474;PI
4670 º;Terra Nova ;578;0581;0700;474;BA
4670 º;Firmino Alves ;578;0596;0699;464;BA
4670 º;Malhada de Pedras ;578;0549;0747;471;BA
4670 º;Itamari ;578;0595;0713;454;BA
4670 º;Coronel João Pessoa ;578;0549;0748;471;RN
4670 º;Itambé ;578;0589;0750;436;BA
4670 º;Bacuri ;578;0540;0737;484;MA
4670 º;Antônio Martins ;578;0554;0760;458;RN
4670 º;Quixabeira ;578;0547;0753;469;BA
4695 º;Cametá ;577;0538;0754;474;PA
4695 º;Primavera ;577;0571;0772;435;PA
4695 º;Brasileira ;577;0572;0752;446;PI
4695 º;Francisco Ayres ;577;0565;0756;450;PI
4695 º;Tanhaçu ;577;0565;0772;440;BA
4695 º;Barra D'Alcântara ;577;0526;0777;471;PI
4695 º;São Sebastião do Uatumã ;577;0561;0739;464;AM
4695 º;Quixaba ;577;0530;0752;482;PE
4695 º;Santa Cruz de Salinas ;577;0548;0757;463;MG
4695 º;Gracho Cardoso ;577;0562;0729;468;SE
4695 º;Contendas do Sincorá ;577;0579;0695;477;BA
4695 º;Vereda ;577;0568;0777;436;BA
4695 º;Santa Cruz dos Milagres ;577;0524;0719;509;PI
4695 º;Barra do Rocha ;577;0585;0705;465;BA
4695 º;Nossa Senhora Aparecida ;577;0577;0774;430;SE
4695 º;Autazes ;577;0539;0799;446;AM
4695 º;Ibaretama ;577;0517;0759;489;CE
4695 º;Paripiranga ;577;0567;0717;472;BA
4695 º;União ;577;0542;0781;453;PI
4695 º;Pindobaçu ;577;0527;0757;482;BA
4695 º;São José de Espinharas ;577;0543;0790;448;PB
4695 º;Barra de Guabiraba ;577;0558;0726;474;PE
4695 º;Mar Vermelho ;577;0540;0766;465;AL
4718 º;João Alfredo ;576;0569;0720;466;PE
4718 º;Itaubal ;576;0528;0758;477;AP
4718 º;Ibirataia ;576;0571;0789;424;BA
4718 º;Goiatins ;576;0541;0765;462;TO
4718 º;Olho D'Água do Piauí ;576;0537;0746;477;PI
4718 º;Irajuba ;576;0544;0776;453;BA
4718 º;Canto do Buriti ;576;0571;0724;462;PI
4718 º;Carinhanha ;576;0525;0763;477;BA
4718 º;Nazaré do Piauí ;576;0531;0707;510;PI
4718 º;Exu ;576;0543;0775;454;PE
4718 º;Maiquinique ;576;0586;0690;472;BA
4718 º;Rio do Antônio ;576;0555;0740;465;BA
4718 º;Frei Miguelinho ;576;0575;0758;438;PE
